ID,LEXEME - curly ’unuhw,LEXEME - straight 'unuhw,ROOT,PARSE,DEFINITION,NOTE
4295,t’um’shun’eem’,t'um'shun'eem',√t’umush,√t’umush=un’u=m,braid one's hair,See also t'um'shun'um.
4296,t’em’shunum’,t'em'shunum',√t’umush,√t’umush=un’u=m=IMP,braiding one's hair,
4297,t’em’shun’em’,t'em'shun'em',√t’umush,√t’umush=un’u=m=DUR,braiding one's hair (keep on),Also given as t'em'shuneem'.
4298,t’umo’luch,t'umo'luch,√t’umol’uch,√t’umol’uch,barrel,
4299,t’ut’um’,t'ut'um',√t’um’,√t’um’=RDP,wren,
4300,t’um’ut,t'um'ut,√t’um’,√t’um’=t,"pound on it,beat a drum",See also q'ewutum.
4301,t’ut’um’ut,t'ut'um'ut,√t’um’,√t’um’=t=IMP,"pounding on it,beating drum",
4302,t’i’t’ut’um’ut,t'i't'ut'um'ut,√t’um’,√t’um’=t=IMP=DIM,pounding on it DIM,
4303,t’ul’i’t’ut’um’ut,t'ul'i't'ut'um'ut,√t’um’,√t’um’=t=IMP=DIM=PL,pounding it DIM PL,
4304,sht’ut’umul’s,sht'ut'umul's,√t’um’,shhw=√t’um’=els=IMP,"adze with straight hammer,like a mattock but with short handle"," See also sht'umuw'ulh [√ t'um'],sht'ulhtsusum' [√t'lhe],skwuschus [√kwus] and stulhtsus [√tlhu]."
4305,hwt’um’ust,hwt'um'ust,√t’um’,hw=√t’um’=as=t,pound on someone's face,
4306,t’um’aythut,t'um'aythut,√t’um’,√t’um’=aythin=t,"pound,hit someone on the mouth,hit a container on the lid",
4307,t’ut’uma’ithut,t'ut'uma'ithut,√t’um’,√t’um’=aythin=t=IMP,"pounding,beating someone on the mouth",
4308,t’uma’qw,t'uma'qw,√t’um’,√t’um’=a’qw,pound on the head: get hit on the head,
4309,t’uma’qwt,t'uma'qwt,√t’um’,√t’um’=a’qw=t,"pound on someone's head,or on a nail head",
4310,yu t’ut’uma’qwt,yu t'ut'uma'qwt,√t’um’,yu √t’um’=a’qw=t=IMP,pounding on heads/nail heads,Not t'ut'umi'qwt.
4311,t’um’emutth’t,t'um'emutth't,√t’um’,√t’um’=emutth’=t,pound wool and clay together; pound cedar bark,
4312,t’um’emutth’t,t'um'emutth't,√t’um’,√t’um’=emutth’=t,"pound on fibre (inner cedar bark,roots,grasses)",
4313,t’ut’umumutth’t,t'ut'umumutth't,√t’um’,√t’um’=emutth’=t=IMP,pounding on fibre,
4314,t’um’emutth’ulhtstham’sh,t'um'emutth'ulhtstham'sh,√t’um’,√t’um’=emutth’=lhts=t=sam’sh,pound (cedar bark) for me,
4315,t’um’emutth’ulhtsum,t'um'emutth'ulhtsum,√t’um’,√t’um’=emutth’=lhts=m,pound (cedar bark) for me,
4316,t’umuw’t-hwt,t'umuw't-hwt,√t’um’,√t’um’=ew’t-hw=t,pound on a house,
4317,t’ut’umuw’t-hwt,t'ut'umuw't-hwt,√t’um’,√t’um’=ew’t-hw=t=IMP,pounding on a house,
4318,t’umun’ut,t'umun'ut,√t’um’,√t’um’=un’u=t,hit (him/her) on the side of the head,
4319,t’ut’umun’ut,t'ut'umun'ut,√t’um’,√t’um’=un’u=t=IMP,hitting on the side of the head,
4320,t’umuw’ulh,t'umuw'ulh,√t’um’,√t’um’=uwulh,"adze a canoe,shape a canoe with an adze",Also pronounced t'um'uwulh.
4321,sht’umuw’ulh,sht'umuw'ulh,√t’um’,shhw=√t’um’=uwulh,adze-like mattock," See also sht'ut'umul's [√t'um'],sht'ulhtsusum' [√t'lhe],skwuschus [√kwus] and stulhtsus [√tlhu]."
4322,t’ut’umuw’ulh,t'ut'umuw'ulh,√t’um’,√t’um’=uwulh=IMP,shaping a canoe with an adze,
4323,t’umuw’ulht,t'umuw'ulht,√t’um’,√t’um’=uwulh=t,adze it (canoe),
4324,t’um’uwulhtstham’sh,t'um'uwulhtstham'sh,√t’um’,√t’um’=uwulh=lhts=t=sam’sh,adze a canoe for me,
4325,hwt’umuw’i’tst,hwt'umuw'i'tst,√t’um’,hw=√t’um’=uw’i’ts=t,"pound on the middle of the side of the barrel,pound on the back of a person",
4326,hwt’ut’umuw’i’tst,hwt'ut'umuw'i'tst,√t’um’,hw=√t’um’=uw’i’ts=t=IMP,pounding on the middle of the side of the barrel,
4327,t’umuw’t-hwt,t'umuw't-hwt,√t’um’,√t’um’=uw’t-hw=t,pound on the walls,not t'umew't-hwt.
4328,t’ut’umuw’t-hwt,t'ut'umuw't-hwt,√t’um’,√t’um’=uw’t-hw=t=IMP,knocking on a house,
4329,st’um’itth’e’,st'um'itth'e',√t’um’,s=√t’um’=itth’e’=STA,beaten (of fine fibre such as wool),
4330,t’umutth’e’t,t'umutth'e't,√t’um’,√t’um’=itth’e’=t,"beat fine fibre,such as wool",
4331,t’ut’um’utth’e’t,t'ut'um'utth'e't,√t’um’,√t’um’=itth’e’=t=IMP,beating fine fibre,
4332,hwt’um’qint,hwt'um'qint,√t’um’,hw=√t’um’=qin=t,copy him/her (what he/she said),Note retention of n.
4333,hwt’um’qintham’sh,hwt'um'qintham'sh,√t’um’,hw=√t’um’=qin=t=sam’sh,copy me (what I said),
4334,hwt’um’t’um’qi’num’,hwt'um't'um'qi'num',√t’um’,hw=√t’um’=qin=m=PL=IMP,repeat,
4335,t’um’shun,t'um'shun,√t’um’,√t’um’=shen,hit foot (get hit on the foot),
4336,st’ut’in’,st'ut'in',√t’un’,s=√t’un’=STA,lined up side by side,
4337,st’e’t’ut’in’,st'e't'ut'in',√t’un’,s=√t’un’=STA=DIM,lined up DIM,
4338,hwu st’ut’in’,hwu st'ut'in',√t’un’,hwu s=√t’un’=STA,lined up (become lined up),
4339,t’un’ut,t'un'ut,√t’un’,√t’un’=t,line them up side by side,
4340,t’ut’un’ut,t'ut'un'ut,√t’un’,√t’un’=t=IMP,lining them up (side by side),
4341,t’i’t’ut’un’ut,t'i't'ut'un'ut,√t’un’,√t’un’=t=IMP=DIM,lining them up DIM,
4342,t’uli’t’ut’un’ut,t'uli't'ut'un'ut,√t’un’,√t’un’=t=IMP=DIM=PL,lining them up side by side DIM PL,
4343,yu t’ut’un’ut,yu t'ut'un'ut,√t’un’,yu √t’un’=t=IMP,lining them up side by side,
4344,t’un’utum,t'un'utum,√t’un’,√t’un’=t=m,line them up side by side PASS,
4345,st’ut’in’stum’,st'ut'in'stum',√t’un’,s=√t’un’=stuhw=m=STA,lined up,
4346,t’un’uthut,t'un'uthut,√t’un’,√t’un’=that,line selves up,
4347,t’un’aalhum’,t'un'aalhum',√t’un’,√t’un’=aalh=m,set the table,
4348,st’un’us,st'un'us,√t’un’,s=√t’un’=as,"beside,neighbour",
4349,t’un’astul’,t'un'astul',√t’un’,√t’un’=as=tal=STA,sitting side-by-side,
4350,t’un’elut,t'un'elut,√t’un’,√t’un’=elu=t,line people up,
4351,t’ut’une’lut,t'ut'une'lut,√t’un’,√t’un’=elu=t=IMP,lining people up,
4352,st’un’al’tsup,st'un'al'tsup,√t’un’,s=√t’un’=ultsup=STA,stacked (wood),
4353,st’ut’unule’ts,st'ut'unule'ts,√t’un’,s=√t’un’=ule’ts=STA,stacked,Suffix not identified.
4354,t’ut’unule’tst,t'ut'unule'tst,√t’un’,√t’un’=ule’ts=t=IMP,stacking it,Probably t'ut'unule'tst?.
4355,t’unule’tsels,t'unule'tsels,√t’un’,√t’un’=ule’ts=els,stack wood,
4356,st’un’equn’,st'un'equn',√t’un’,s=√t’un’=uqun=STA,side-by-side (barrels),
4357,t’unuw’t-hwtul’,t'unuw't-hwtul',√t’un’,√t’un’=ew’t-hw=tal,side by side (houses),
4358,st’unaw’t-hwtul’,st'unaw't-hwtul',√t’un’,s=√t’un’=ew’t-hw=tal=STA,side by side (houses),
4359,t’uqwum’,t'uqwum',√t’uqw,√t’uqw=m,thimbleberries,
4360,st’uw’wuqw’,st'uw'wuqw',√t’uw’wuqw’,s=√t’uw’wuqw’,bleach (a black earth which is burned white),
4361,t’ux,t'ux,√t’ux,√t’ux,mistake: make a (big) mistake,
4362,sht’ux,sht'ux,√t’ux,shhw=√t’ux,mistake,Root not identified.
4363,t’uyum’,t'uyum',√t’uyum’,√t’uyum’,stick to something,
4364,t’ut’uyum’,t'ut'uyum',√t’uyum’,√t’uyum’=IMP,sticking to,
4365,st’i’am’,st'i'am',√t’uyum’,s=√t’uyum’=STA,"stick to: on,stuck on,fastened",
4366,t’uyum’t,t'uyum't,√t’uyum’,√t’uyum’=t,wear it," See also hakwush,use,wear,and 'itth'um,dress."
4367,t’ut’uyum’t,t'ut'uyum't,√t’uyum’,√t’uyum’=t=IMP,sticking it on,
4368,st’iyam’stuhw,st'iyam'stuhw,√t’uyum’,s=√t’uyum’=stuhw=STA,stick to: stuck on (have stuck on),
4369,t’uyum’tum,t'uyum'tum,√t’uyum’,√t’uyum’=t=m,"stick to,apply to PASS",
4370,st’i’am’stum’,st'i'am'stum',√t’uyum’,s=√t’uyum’=stuhw=m=STA,stick to: fasten it on PASS,
4371,t’uyum’shenum,t'uyum'shenum,√t’uyum’,√t’uyum’=shen=m,put on leggings or deer hoof rattlers (new dancer),
4372,hwst’uy’qw’,hwst'uy'qw',√t’uy’qw’,hws=√t’uy’qw’,cranky person,See also [√t'eyuq'].
4373,t’ay’qw’thut,t'ay'qw'thut,√t’uy’qw’,√t’uy’qw’=that=IMP,cranky,
4374,t’uy’qw’lhnent,t'uy'qw'lhnent,√t’uy’qw’,√t’uy’qw’=lhnen=t,"strangle,choke (someone)",See [√t'qw'a].
4375,t’itsum,t'itsum,√t’its,√t’its=m,swim (on the surface of the water)," See also shtem swim underwater. See also shkw'am',swim."
4376,hwst’itsum,hwst'itsum,√t’its,hws=√t’its=m,swimmer,
4377,t’it’utsum’,t'it'utsum',√t’its,√t’its=m=IMP,swimming,
4378,yu t’it’utsum’,yu t'it'utsum',√t’its,yu √t’its=m=IMP,swimming along,
4379,t’iit,t'iit,√t’ih,√t’ih=t,"ask him/her,beg him/her",
4380,t’et’i’ut,t'et'i'ut,√t’ih,√t’ih=t=IMP,"asking him/her,begging",
4381,t’iim,t'iim,√t’ih,√t’ih=m,ask for,
4382,t’ilum,t'ilum,√t’il,√t’il=m,sing,
4383,t’it’ulum’,t'it'ulum',√t’il,√t’il=m=IMP,singing,
4384,t’ult’ilum,t'ult'ilum,√t’il,√t’il=m=PL,"sing,plural (they sing)",
4385,t’il’t’ulum’,t'il't'ulum',√t’il,√t’il=m=IMP=PL,"singing,plural (they are singing)",
4386,t’uli’t’ulum’,t'uli't'ulum',√t’il,√t’il=m=DIM=PL,sing DIM PL,
4387,t’ut’i’t’ulum’,t'ut'i't'ulum',√t’il,√t’il=m=DIM=IMP,singing DIM,
4388,st’ilum,st'ilum,√t’ilum,s=√t’ilum,song,
4389,hwst’ult’ilum,hwst'ult'ilum,√t’il,hws=√t’il=m=PL,singer,
4390,t’uyum,t'uyum,√t’uy,√t’uy=m,claim something (for ex land),See also √tih.
4391,t’ey’t’iyum’,t'ey't'iyum',√t’uy,√t’uy=m=IMP=PL,claiming something (for ex land),
4392,st’it’uq’,st'it'uq',√t’iq’,s=√t’iq’=STA,"white (tongue),pale (face,when ill)",
4393,t’iqul’,t'iqul',√t’iqul’,√t’iqul’,muddy,See also tth'iq'ul'.
4394,st’iqul’,st'iqul',√t’iqul’,s=√t’iqul’,mud,
4395,t’iqw’,t'iqw',√t’iqw’,√t’iqw’,"hit,come into contact with",
4396,st’it’le’,st'it'le',√t’it’le’,s=√t’it’le’,fawn,smim'yuth is also used.
4397,t’i’wi’ulh,t'i'wi'ulh,√t’i’wi’ulh,√t’i’wi’ulh,pray,
4398,st’i’wi’ulh,st'i'wi'ulh,√t’i’wi’ulh,s=√t’i’wi’ulh,prayer,
4399,t’i’wi’ulhew’t-hw,t'i'wi'ulhew't-hw,√t’i’wi’ulh,√t’i’wi’ulh=ew’t-hw,church,
4400,t’ukw,t'ukw,√t’kwa,√t’kwa,stuck: get stuck,
4401,t’ut’ukw,t'ut'ukw,√t’kwa,√t’kwa=IMP,stuck: getting stuck,
4402,t’ukwt’ukw,t'ukwt'ukw,√t’kwa,√t’kwa=PL,"mud,muddy,swampy"," See also st'iq'ul',mud."
4403,st’ut’ekw,st'ut'ekw,√t’kwa,s=√t’kwa=STA,"mired (in mud),entangled (in grass,hay)"," Also ‘hiding in the bush’,RP 30MAR81."
4404,st’i’t’ut’ekw,st'i't'ut'ekw,√t’kwa,s=√t’kwa=STA=DIM,stuck in the mud DIM,
4405,t’ukwnehw,t'ukwnehw,√t’kwa,√t’kwa=nehw,"stuck: get it stuck (manage to,accidentally)",
4406,t’akwnuhw,t'akwnuhw,√t’kwa,√t’kwa=nehw=IMP,"stuck: getting it stuck (managing to,accidentally)",
4407,t’kwathut,t'kwathut,√t’kwa,√t’kwa=that,stuck: get yourself stuck; go into thick bushes,
4408,sht’ut’ekw,sht'ut'ekw,√t’kwa,s=hw=√t’kwa=STA,patched,
4409,hwt’kwat,hwt'kwat,√t’kwa,hw=√t’kwa=t,"plug it,caulk it",
4410,hwt’akwt,hwt'akwt,√t’kwa,hw=√t’kwa=t=IMP,"plugging it,caulking it",Also hwt'ekwt.
4411,hwt’i’t’kwat,hwt'i't'kwat,√t’kwa,hw=√t’kwa=t=DUR,"plugging it,caulking it (keep on)",
4412,hwt’i’t’akwt,hwt'i't'akwt,√t’kwa,hw=√t’kwa=t=DIM=IMP,"plugging it,caulking it DIM",
4413,hwt’kwe’um,hwt'kwe'um,√t’kwa,hw=√t’kwa=m,"plug,cork a hole",
4414,hwt’akwum’,hwt'akwum',√t’kwa,hw=√t’kwa=m=IMP,"plugging,corking it"," Also hwt'ukwum' . BC 28APR80,CW JUNE91."
4415,t’kwaythutun,t'kwaythutun,√t’kwa,√t’kwa=aythan=ten,"cork,plug,bottle stopper",
4416,hwt’ukwi’uthut,hwt'ukwi'uthut,√t’kwa,hw=√t’kwa=aythin=t=IMP,plug: putting a stopper on,
4417,hwt’kwequt,hwt'kwequt,√t’kwa,hw=√t’kwa=equn=t,"plug it,cork it",
4418,t’kwe’ulh,t'kwe'ulh,√t’kwa,√t’kwa=e’ulh,choke (with anger),
4419,t’kwuwulh,t'kwuwulh,√t’kwa,√t’kwa=uwulh,patch a canoe,
4420,t’ukwuw’ulh,t'ukwuw'ulh,√t’kwa,√t’kwa=uwulh=IMP,patching a canoe,
4421,hwt’kwuwulhulhtsum,hwt'kwuwulhulhtsum,√t’kwa,hw=√t’kwa=uwulh=lhts=m,patch (the canoe) for me,
4422,t’kwinus,t'kwinus,√t’kwa,√t’kwa=inus,choke on food,
4423,hwt’ukwnetsulhtsum,hwt'ukwnetsulhtsum,√t’kwa,hw=√t’kwa=nets=lhts=m,patch it on the bottom for me,
4424,t’ukwt’ukwshun,t'ukwt'ukwshun,√t’kwa,√t’kwa=shen=PL,stuck (feet or wheels get stuck in the mud),
4425,hwt’kwetsust,hwt'kwetsust,√t’kwe,hw=√t’kwe=tses=t,put something in his hand (for ex paying a longhouse speaker),
4426,t’lhaqw’,t'lhaqw',√t’lhaqw’,√t’lhaqw’,fall over suddenly (for ex when squatting),
4427,t’lhaqw’thut,t'lhaqw'thut,√t’lhaqw’,√t’lhaqw’=that,jerk yourself away,
4428,t’lhuqw’tsust,t'lhuqw'tsust,√t’lhaqw’,√t’lhaqw’=tses=t,jerk from hand,
4429,hwt’lhuqw’tsustum,hwt'lhuqw'tsustum,√t’lhaqw’,hw=√t’lhaqw’=tses=t=m,snatched off one's hand PASS,
4430,hwt’ulhqw’enwust,hwt'ulhqw'enwust,√t’lhaqw’,hw=√t’lhaqw’=enwus=t,claw out heart,
4431,sht’ulhtsusum’,sht'ulhtsusum',√t’lhe,shhw=√t’lhe=tsus=m=IMP,adze-like mattock," See also sht'umuw'ulh and sht'ut'umul's [√t'um'],skwuschus [√kwus] and stulhtsus [√tlhu]."
4432,t’qut,t'qut,√t’qu,√t’qu=t,"insult,jeer",
4433,t’q’as,t'q'as,√t’q’as,√t’q’as,"cod: rock cod,black sea bass",
4434,t’uqw’,t'uqw',√t’qw’a,√t’qw’a,"break (rope,string)",
4435,lht’uqw’,lht'uqw',√t’qw’a,lh=√t’qw’a,half,See also lhsuq'.
4436,t’ut’uqw’,t'ut'uqw',√t’qw’a,√t’qw’a=IMP,breaking (string),
4437,yu t’ut’uqw’,yu t'ut'uqw',√t’qw’a,yu √t’qw’a=IMP,"tearing,breaking off (getting torn off)",
4438,st’ut’iqw’,st'ut'iqw',√t’qw’a,s=√t’qw’a=STA,broken (string),
4439,st’ulut’iqw’,st'ulut'iqw',√t’qw’a,s=√t’qw’a=STA=PL,broken (string) PL,
4440,t’qw’at,t'qw'at,√t’qw’a,√t’qw’a=t,"break it off,cut it in two",
4441,t’uqw’nehw,t'uqw'nehw,√t’qw’a,√t’qw’a=nehw,"break it (string),cut it (manage to or accidentally)",
4442,t’aqw’nuhw,t'aqw'nuhw,√t’qw’a,√t’qw’a=nehw=IMP,"breaking or cutting it (string),managing to",
4443,t’aqw’t,t'aqw't,√t’qw’a,√t’qw’a=t=IMP,"breaking it (string),cutting in two,chopping it off",
4444,t’uqw’t’uqw’ut,t'uqw't'uqw'ut,√t’qw’a,√t’qw’a=t=PL,"break it (string),cut up many things PL",
4445,t’uqw’t’aqw’tus,t'uqw't'aqw'tus,√t’qw’a,√t’qw’a=t=IMP=PL,breaking them (string) PL,
4446,t’i’t’aqw’t,t'i't'aqw't,√t’qw’a,√t’qw’a=t=IMP=DIM,"breaking (string),chopping DIM",
4447,t’i’t’qw’at,t'i't'qw'at,√t’qw’a,√t’qw’a=t=DUR,"breaking,chopping,cutting (keep on)",
4448,t’uli’t’aqw’t,t'uli't'aqw't,√t’qw’a,√t’qw’a=t=IMP=DIM=PL,"breaking (string),chopping them DIM PL",
4449,st’ut’iqw’stuhw,st'ut'iqw'stuhw,√t’qw’a,s=√t’qw’a=stuhw=STA,"break (string),get it cut,chopped",
4450,st’ut’iqw’stuhw,st'ut'iqw'stuhw,√t’qw’a,s=√t’qw’a=stuhw=STA,"break (string),cut (have it cut up)",
4451,t’qw’atum,t'qw'atum,√t’qw’a,√t’qw’a=t=m,break it off PASS,
4452,t’aqw’tum’,t'aqw'tum',√t’qw’a,√t’qw’a=t=m=IMP,Saturday,Also t'qw'atum.
4453,t’qw’eem,t'qw'eem,√t’qw’a,√t’qw’a=m,cut a piece off," Also t'qw'e'um,cutting off a piece for yourself."
4454,t’qw’els,t'qw'els,√t’qw’a,√t’qw’a=els,cut some off,
4455,t’qw’athut,t'qw'athut,√t’qw’a,√t’qw’a=that,break loose (for ex an animal),
4456,t’aqw’thut,t'aqw'thut,√t’qw’a,√t’qw’a=that=IMP,breaking,
4457,t’qw’els,t'qw'els,√t’qw’a,√t’qw’a=els,"break (string),cut some",
4458,t’uqw’eem’,t'uqw'eem',√t’qw’a,√t’qw’a=m=IMP,"breaking (string),cutting a piece off",See also t'ut'uqw'eem'.
4459,t’ut’uqw’eem’,t'ut'uqw'eem',√t’qw’a,√t’qw’a=m=IMP,"breaking (string),cutting a piece off",See also t'uqw'eem'.
4460,t’i’t’qw’em’,t'i't'qw'em',√t’qw’a,√t’qw’a=m=DUR,"breaking (string),cutting pieces off (keep on)",
4461,t’aqw’ul’s,t'aqw'ul's,√t’qw’a,√t’qw’a=els=IMP,"breaking some (string),cutting",
4462,t’qw’ulhtsut,t'qw'ulhtsut,√t’qw’a,√t’qw’a=lhts=t,break it (string) for her/him,
4463,t’qw’ulhtstham’sh,t'qw'ulhtstham'sh,√t’qw’a,√t’qw’a=lhts=t=sam’sh,break (string) for me,
4464,t’qw’alus,t'qw'alus,√t’qw’a,√t’qw’a=alus,broken stitch,
4465,t’qw’een,t'qw'een,√t’qw’a,√t’qw’a=een,"break (string),cut off (get cut off the end)",
4466,t’qw’eent,t'qw'eent,√t’qw’a,√t’qw’a=een=t,"break,cut,chop the end off",
4467,t’uqw’een’t,t'uqw'een't,√t’qw’a,√t’qw’a=een=t=IMP,"breaking,cutting the end off",
4468,t’qw’eenmun,t'qw'eenmun,√t’qw’a,√t’qw’a=een=min,"left-overs from wood cutting,breaking string",
4469,t’qw’eennuhw,t'qw'eennuhw,√t’qw’a,√t’qw’a=een’=nehw,cut the end off (manage to),
4470,st’qw’el’ts’,st'qw'el'ts',√t’qw’a,s=√t’qw’a=el’ts’,short-haired,
4471,t’qw’emutth’t,t'qw'emutth't,√t’qw’a,√t’qw’a=emutth’=t,cut bullrushes into lengths,
4472,t’uqw’umutth’t,t'uqw'umutth't,√t’qw’a,√t’qw’a=emutth’=t=IMP,cutting bullrushes into lengths,
4473,t’uqw’een’t,t'uqw'een't,√t’qw’a,√t’qw’a=en’=t=IMP,cutting the end off,
4474,t’ut’qw’een’t,t'ut'qw'een't,√t’qw’a,√t’qw’a=en’=t=DUR,cutting the end off (keep on),
4475,t’qw’itth’e’t,t'qw'itth'e't,√t’qw’a,√t’qw’a=itth’e’=t,"cut into blocks,cut log into sizes (for ex 18‚Äù)",
4476,t’uqw’utth’e’t,t'uqw'utth'e't,√t’qw’a,√t’qw’a=itth’e’=t=IMP,cutting it into blocks,
4477,t’uqw’utth’eel’s,t'uqw'utth'eel's,√t’qw’a,√t’qw’a=itth’e’=els=IMP,"cutting by hand,sawing by hand",
4478,sht’uqw’utth’eel’s,sht'uqw'utth'eel's,√t’qw’a,shhw=√t’qw’a=itth’e’=els=IMP,bucking saw,
4479,t’qw’itth’e’elhtsth,t'qw'itth'e'elhtsth,√t’qw’a,√t’qw’a=itth’e’=lhts=t=sam’sh,slice for me,
4480,hwt’qw’uwnuhw,hwt'qw'uwnuhw,√t’qw’a,hw=√t’qw’a=iw=nehw,sever in half accidentally,
4481,hwt’qw’iwun,hwt'qw'iwun,√t’qw’a,hw=√t’qw’a=iwun,sever in half (body),
4482,st’qw’i’al’s,st'qw'i'al's,√t’qw’a,s=√t’qw’a=i’al’s,bangs (hair bangs),
4483,t’qw’i’qw,t'qw'i'qw,√t’qw’a,√t’qw’a=i’qw,head comes off,
4484,t’qw’i’qwt,t'qw'i'qwt,√t’qw’a,√t’qw’a=i’qw=t,chop off the head,
4485,t’uqw’lhnent,t'uqw'lhnent,√t’qw’a,√t’qw’a=lhnen=t,choke someone,
4486,t’ut’uqw’lhnen’t,t'ut'uqw'lhnen't,√t’qw’a,√t’qw’a=lhnen=t=IMP,choking someone,See also t'uy'qw'lhun't.
4487,t’uy’qw’lhnun’t,t'uy'qw'lhnun't,√t’qw’a,√t’qw’a=lhnen=t=IMP,choking someone,See also t'ut'uqw'lhnen't.
4488,hwt’uqw’wils,hwt'uqw'wils,√t’qw’a,hw=√t’qw’a=wils,take a shortcut,
4489,t’hwaalh,t'hwaalh,√t’hwaalh,√t’hwaalh,"dig clams,to get clams",
4490,t’ut’hwa’ulh,t'ut'hwa'ulh,√t’hwaalh,√t’hwaalh=IMP,"digging clams,getting clams",
4491,t’xum,t'xum,√t’xum,√t’xum,six,
4492,t’xumus,t'xumus,√t’xum,√t’xum=as,six dollars/round objects,
4493,t’xuma’qw,t'xuma'qw,√t’xum,√t’xum=a’qw,six heads,
4494,t’xumulu,t'xumulu,√t’xum,√t’xum=elu,six people,
4495,t’xumelh,t'xumelh,√t’xum,√t’xum=elh,six times,
