ID,orthography,apaunicode,straight,root,parse,definition,note
3960,tuteem’,təte:m̓,t;te:µ,√teem,√teem=PROG,"calling, hollering",
3961,shtuteem’,štəte:m̓,ßt;te:µ,√teem,shhw=√teem=PROG,"telephone, megaphone",
3962,temut,temət,tem;t,√teem,√teem=t,"call, holler at, phone",Note the shortened vowel.
3963,tute’tum’ut,təteʔtəm̓ət,t;te÷t;µ;t,√teem,√teem=t=DIM,"calling, hollering at DIM",
3964,tetum’ut,tetəm̓ət,tet;µ;t,√teem,√teem=t=PROG,"calling, hollering",See also yutute'mutus.
3965,yu tute’mutus,yə tətem̓ətəs,y; t;teµ;t;s,√teem,yu √teem=t=PROG,calling (to come),See also tetum'ut.
3966,temutham’sh,teməθam̓š,tem;ƒaµß,√teem,√teem=t=am’sh,"call me, holler at me",
3967,stekun,stekən,stek;n,√teken,s=√teken,"sock, stocking",
3968,tstekun,ctekən,ctek;n,√teken,ts=√teken,"socks: get, make socks",
3969,ste’lukun,stel̓əkən,ste¬;k;n,√teken,s=√teken=PL,socks,
3970,tstetukun’,ctetəkən̓,ctet;k;∫,√teken,ts=√teken=PROG,"socks: getting, making",
3971,tukent,təkent,t;kent,√teken,√teken=t,socks: put his/her socks on,
3972,tukenth,təkenθ,t;kenƒ,√teken,√teken=t=am’sh,socks: put my socks on (me),
3973,tukenum,təkenəm,t;ken;m,√teken,√teken=m,put one's socks on,
3974,hwtetulum’,xʷtetələm̓,xøtet;l;µ,√tel,hw=√tel=m=PROG,"following a trail, road",
3975,hwtulqun,xʷtəlqən,xøt;lq;n,√tel,hw=√tel=qun,answer,This may be related to the root √tal'.
3976,hwtetul’qun’,xʷtetəl̓qən̓,xøtet;¬q;∫,√tel,hw=√tel=qen=PROG,answering,
3977,hwtulqut,xʷtəlqət,xøt;lq;t,√tel,hw=√tel=qen=t,answer,
3978,tetul’shun’,tetəl̓šən̓,tet;¬ß;∫,√tel,√tel=shen=PROG,following (deer) tracks,See also hwtetul'shun'.
3979,hwtulqutum,xʷtəlqətəm,xøt;lq;t;m,√tel,hw=√tel=qun=t=m,agreed/answered PASS,
3980,hwtetul’shun’,xʷtetəl̓šən̓,xøtet;¬ß;∫,√tel,hw=√tel=shen=PROG,following (deer) tracks,See also tetul'shun'.
3981,telu,telə,tel;,√telu,√telu,money,Note that many speakers treat telu as feminine.
3982,tetlu,tetlə,tetl;,√telu,√telu=DIM,money DIM,
3983,shtulalus,štəlaləs,ßt;lal;s,√telu,shhw=√telu=alus,"glasses, eyeglasses",
3984,shtulelu,štəlelə,ßt;lel;,√telu,shhw=√telu=elu,"purse, wallet",
3985,shtutle’lu,štətlel̓ə,ßt;tle¬;,√telu,shhw=√telu=elu=DIM,wallet DIM,
3986,telew’t-hw,telew̓t-xʷ,teleΣt-xø,√telu,√telu=ew’t-hw,bank (i,"ie, where money is kept."
3987,stem,stem,stem,√tem,s=√tem,what; something; anything,
3988,stul’em’,stəl̓em̓,st;¬eµ,√tem,s=√tem=PL,whatever things,
3989,tum’tem,təm̓tem,t;µtem,√tem,tum’=√tem,when,
3990,stemunulh,stemənəɫ,stem;n;®,√tem,s=√tem=unulh,what-do-you-call-it,Possibly s-√tem-√nilh.
3991,tum’ilt,təm̓ilt,t;µilt,√te’mil,√te’mil=t,cool it off,Note the vowel change cf.
3992,tetum’il’t,tetəm̓il̓t,tet;µi¬t,√te’mil,√te’mil=t=PROG,cooling it off to body temperature,
3993,ta’multhut,tam̓əlθət,taµ;lƒ;t,√te’mil,√te’mil=that,cool off,
3994,ten,ten,ten,√ten,√ten,mother,
3995,te’,teʔ,te÷,√ten,√ten=DIM,mom," Probably shortened from tetun', mother DIM."
3996,tey,tey,tey,√tey,√tey,pull (race) a canoe,
3997,stey,stey,stey,√tey,s=√tey,canoe race,
3998,teyti’,teytiʔ,teyti÷,√tey,√tey=PROG=PL,pulling (racing) PL,
3999,teti’,tetiʔ,teti÷,√tey,√tey=PROG,canoe pulling (racing),
4000,teyuwulh,teyəwəɫ,tey;w;®,√tey,√tey=uwulh,canoe: modern racing canoe," See also snuhwulh canoe, vehicle, car [√nuhwulh]."
4001,ts’lhtuyuwulh,cl̓htəyəwəɫ,c¬ht;y;w;®,√tey,ts’lh=√tey=uwulh,canoe (co/fellow-racing-canoes),
4002,tqe’yun,tqey̓ən,tqe¥;n,√tqey’un,√tqey’un,close off river (setting weirs),Possibly related to [√tuy].
4003,tun’tqe’yun,tən̓tqey̓ən,t;∫tqe¥;n,√tqey’un,tun’=√tqey’un’,month you set weirs,
4004,te’,teʔ,te÷,√te’,√te’,none: (not) any," Occurs with 'uwu “not”, meaning “there isn’t any”."
4005,te’tsus,teʔcəs,te÷c;s,√te’tsus,√te’tsus,eight,
4006,ta’tssus,taʔcsəs,ta÷cs;s,√te’tsus,√te’tsus=as,eight dollars/round objects,
4007,te’tsselu,teʔcselə,te÷csel;,√te’tsus,√te’tsus=elu,eight people,
4008,te’tsselh,teʔcseɫ,te÷cse®,√te’tsus,√te’tsus=elh,eight times,
4009,te’tsulhp,teʔcəɫp,te÷c;®p,√te’tsus,√te’tsus=ulhp,eight trees,Probably te'tssulhp.
4010,te’tssulhshe’,teʔcsəɫšeʔ,te÷cs;®ße÷,√te’tsus,√te’tsus=ulhshe’,eighty,
4011,te’tssuqun,teʔcsəqən,te÷cs;q;n,√te’tsus,√te’tsus=uqun,eight containers,
4012,te’tssuwulh,teʔcsəwəɫ,te÷cs;w;®,√te’tsus,√te’tsus=uwulh,eight canoes,
4013,te’tssuwoonhw,teʔcsəwu:nxʷ,te÷cs;wu:nxø,√te’tsus,√te’tsus=uwoonhw,eight years,
4014,te’ulh,teʔəɫ,te÷;®,√te’ulh,√te’ulh,spear point (for s'unum),Same as tth'aqwi'tun.
4015,te’ulh,teʔəɫ,te÷;®,√te’ulh,√te’ulh,"two-pointed spear (used for salmon, harpoon style)",
4016,tuhas,təhas,t;has,√tu,√tu=as,facing,
4017,shtuha’th,štəhaʔθ,ßt;ha÷ƒ,√tu,shhw=√tu=a’th,across (facing across),
4018,tulsthut,təlsθət,t;lsƒ;t,√tuls,√tuls=that,shuffle feet fast,
4019,tul’tuluw’,təl̓tələw̓,t;¬t;l;Σ,√tul’uw’,√tul’uw’=PL,wild,
4020,tumulqlh,təməlqɫ,t;m;lq®,√tumulqlh,√tumulqlh,"starfish, sea star",
4021,tumulh,təməɫ,t;m;®,√tumulh,√tumulh,ochre,
4022,tumulhalus,təməɫaləs,t;m;®al;s,√tumulh,√tumulh=alus,brown (ochre-coloured),
4023,shtum’alhus,štəm̓aɫəs,ßt;µa®;s,√tumulh,s=hw=√tumulh=as=STA,face painted with ochre,
4024,sh’tum’ilhun’u,šʔtəm̓iɫən̓ə,ß÷t;µi®;∫;,√tumulh,s=hw=√tumulh=un’u=STA,painted face,
4025,shtum’tum’ilhun’u,štəm̓təm̓iɫən̓ə,ßt;µt;µi®;∫;,√tumulh,s=hw=√tumulh=un’u=STA=PL,painted faces,
4026,tumulhupsum,təməɫəpsəm,t;m;®;ps;m,√tumulh,√tumulh=upsem,"woodpecker: big, redheaded woodpecker",
4027,tumus,təməs,t;m;s,√tumus,√tumus,otter: sea otter," BC identifies this as a rare otter whose fur is expensive.  It is jet black but changes colour. Otters typically found in saltwater in the area are river otters, sq'eetl', which have taken over the niche of the decimated sea otter."
4028,tumuhw,təməxʷ,t;m;xø,√tumuhw,√tumuhw,"earth, ground",
4029,tum’ush,təm̓əš,t;µ;ß,√tum’,√tum’=sh,wishing/craving something which you can get,See also tum'mut and shitum [√shitim].
4030,tam’mut,tamm̓ət,tamµ;t,√tum’,√tum’=t=RDP,craving for something you cannot get,Note the apparent root-final reduplication. See also tum'ush and shitum [√shitim].
4031,tunuqsun,tənəqsən,t;n;qs;n,√tun,√tun=uqsun,duck: mallard," Also used as a cover term for various other ducks: ring-necked female., redhead female. and canvasback female. ducks; but they have other names as well."
4032,tuni’,təniʔ,t;ni÷,√tuni’,√tuni’,that,tu cf. tthu. plus ni'.
4033,tuni’nulh,tənin̓əɫ,t;ni∫;®,√tuni’,√tuni’=nilh,"over there, this",tuni' plus nilh.
4034,tun’a,tən̓a,t;∫a,√tun’a,√tun’a,"this, this one, here",Possibly tu cf. tthu. plus na' √na'. Also pronounced tun'u.
4035,tunanulh,tənanəɫ,t;nan;®,√tun’a,√tun’a=√nilh,"that, that one, that way",Also tnanulh.
4036,tun’aalhtun,tən̓a:ɫtən,t;∫a:®t;n,√tun’a,√tun’a=elhtun,these people,
4037,tupsum,təpsəm,t;ps;m,√tupsum,√tupsum,neck (back of neck),
4038,stqeeye’,stqe:yeʔ,stqe:ye÷,√tuqeeyu’,s=√tuqeeyu’,wolf,
4039,tushou,təšu,t;ßu,√tushou,√tushou,canvas,
4040,tuw’e’nu,təw̓en̓ə,t;Σe∫;,√tuw,√tuw=un’u=STA,sloped (for ex land),Also a place name.
4041,stuwuqun,stəwəqən,st;w;q;n,√tuwuqun,s=√tuwuqun,"mourning, crying, wailing",
4042,tuw’tuw’uluqup,təw̓təw̓ələqəp,t;Σt;Σ;l;q;p,√tuw’,√tuw’=eluqup=RDP,tree fungus,
4043,tuw’in’,təw̓in̓,t;Σi∫,√tuw’in’,√tuw’in’,"raw, uncooked",
4044,tuhwthulh,təxʷθəɫ,t;xøƒ;®,√tuhwthulh,√tuhwthulh,tongue,
4045,tuxwa’ts,təx̌ʷaʔc,t;≈øa÷c,√tuxwa’ts,√tuxwa’ts,bow (archery),
4046,tuxwa’tsulhp,təx̌ʷaʔcəɫp,t;≈øa÷c;®p,√tuxwa’ts,√tuxwa’ts=ulhp,yew,
4047,tuyul,təyəl,t;y;l,√tuy,√tuy=il,upstream: go upstream,
4048,tute’tiyul’,təteʔtiyəl̓,t;te÷tiy;¬,√tuy,√tuy=il=DIM=PROG,upstream: going upstream DIM,
4049,tuli’te’yul’,təliʔtey̓əl̓,t;li÷te¥;¬,√tuy,√tuy=il=DIM=PL=PROG,upstream: going upstream DIM PL,
4050,yu tetuyul’,yə tetəyəl̓,y; tet;y;¬,√tuy,yu √tuy=il=PROG,upstream: going upriver,
4051,tuyt,təyt,t;yt,√tuy,√tuy=t,upstream,
4052,tuytxenum,təytx̌enəm,t;yt≈en;m,√tuy,√tuy=t=xen=m,upstream: walk upstream,
4053,yu tey’txe’num’,yə tey̓tx̌en̓əm̓,y; te¥t≈e∫;µ,√tuy,yu √tuy=t=xen=m=PROG,upstream: walking upstream,
4054,hwtuy’tiim’,xʷtəy̓ti:m̓,xøt;¥ti:µ,√tuy,hw=√tuy=m=RDP,tide reverses against the waterflow (for ex at the mouth of a river),"eg, at the mouth of a river."
4055,hwtuyuthun,xʷtəyəθən,xøt;y;ƒ;n,√tuy,hw=√tuy=athun,"retort, answer an angry person",
4056,ti’telhnulh,tiʔteɫnəɫ,ti÷te®n;®,√tuy,√tuy=ulhnulh=RDP,wind goes against the water,
4057,tuywut,təywət,t;yw;t,√tuy,√tuy=wut,upstream; north,
4058,stuywut,stəywət,st;yw;t,√tuy,s=√tuy=wut,wind: a march wind,Direction of wind is uncertain.  Either from SE or W.
4059,tuyqtum,təyqtəm,t;yqt;m,√tuyq,√tuyq=t=m,move PASS,
4060,tuyqul,təyqəl,t;yq;l,√tuyq,√tuyq=il,move (for ex move your camp),
4061,yu tuy’ti’qul’,yə təy̓tiʔqəl̓,y; t;¥ti÷q;¬,√tuyq,yu √tuyq=il=PROG=PL,moving from place to place,
4062,tuyqiwstum,təyqiwstəm,t;yqiwst;m,√tuyq,√tuyq=iws=t=m,move possessions PASS,
4063,stuy’ti’,stəy̓tiʔ,st;¥ti÷,√tuy’,s=√tuy’=RDP,"hoop, a toy hoop",Possibly from [√tuy].
4064,tu’i,təʔi,t;÷i,√tu’i,√tu’i,this (near me); here (also functions as an article),An article stem tu plus 'i ‘here’.
4065,tu’inulh,təʔinəɫ,t;÷in;®,√tu’i,√tu’i=nulh,"this, here",
4066,ti,ti,ti,√ti,√ti,tea,
4067,shtihelu,štihelə,ßtihel;,√ti,shhw=√ti=elu,teapot,
4068,stitum’,stitəm̓,stit;µ,√tim,s=√tim=STA,"hard, intensely",
4069,yu stitum’,yə stitəm̓,y; stit;µ,√tim,yu s=√tim=PROG,fast: moving fast,
4070,timut,timət,tim;t,√tim,√tim=t,hard: do it intensely,
4071,timuthut,timəθət,tim;ƒ;t,√tim,√tim=that,try harder,
4072,hwtitum’ulhtun’,xʷtitəm̓əɫtən̓,xøtit;µ;®t;∫,√tim,hw=√tim=ulh=ten=RDP,"coach (noun, in canoe racing)",
4073,tintun,tintən,tint;n,√tintun,√tintun,"bell, o'clock",
4074,stiqiw,stiqiw,stiqiw,√tiqiw,s=√tiqiw,horse,
4075,tiqiwaalh,tiqiwa:ɫ,tiqiwa:®,√tiqiw,√tiqiw=aalh,ride a horse or wagon,
4076,tiqw’,tiq̓ʷ,tiœø,√tiqw’,√tiqw’,hit or run into,
4077,stituqw’,stitəq̓ʷ,stit;œø,√tiqw’,s=√tiqw’=STA,"against, touching (for ex head of canoe is against a float or log)",
4078,tiqw’ut,tiq̓ʷət,tiœø;t,√tiqw’,√tiqw’=t,"bump it, ram it",
4079,tiqw’utum,tiq̓ʷətəm,tiœø;t;m,√tiqw’,√tiqw’=t=m,"bump it, ram it PASS",
4080,stishum’,stišəm̓,stiß;µ,√tishim,s=√tishim,slime (fish slime),
4081,st-shimuws,stshiməws,stshim;ws,√tishim,s=√tishim=iws,fish slime (used as bait),
4082,tiwun,tiwən,tiw;n,√tiwun,√tiwun,nephew (address form),
4083,stiwun,stiwən,stiw;n,√tiwun,s=√tiwun,"nephew, niece",
4084,stutiwun,stətiwən,st;tiw;n,√tiwun,s=√tiwun=PL,"nieces, nephews PL",
4085,stihwum,stixʷəm,stixø;m,√tihwum,s=√tihwum,"grouse: like the blue grouse, but smaller and ruffled"," See miit', blue grouse."
4086,stituxwa’qw,stitəx̌ʷaʔqʷ,stit;≈øa÷qø,√tixw,s=√tixw=a’qw=STA,bushy haired,Root not identified. Possibly related to [√ti'ya'xw].
4087,ti’ya’xw,tiy̓aʔx̌ʷ,ti¥a÷≈ø,√ti’ya’xw,√ti’ya’xw,"busy, rush around",
4088,tituya’xw,titəyaʔx̌ʷ,tit;ya÷≈ø,√ti’ya’xw,√ti’ya’xw=PROG,"busy (being busy), rushing around",Note the change in glottalization.
4089,stituya’xw,stitəyaʔx̌ʷ,stit;ya÷≈ø,√ti’ya’xw,s=√ti’ya’xw=STA,"busy, rushing",
4090,ti’ya’xween,tiy̓aʔx̌ʷe:n,ti¥a÷≈øe:n,√ti’ya’xw,√ti’ya’xw=een,trouble,
4091,tlhut,tɫət,t®;t,√tlhu,√tlhu=t,"spread, open (hand, arms, wings), flatten it out",
4092,stulhtsus,stəɫcəs,st;®c;s,√tlhu,s=√tlhu=tsus,"adze, a D-adze"," See also sht'umuw'ulh and sht'ut'umul's [√t'um']. Also sht'ulhtsusum' [√t'lhe], skwuschus [√kwus]."
4093,tuw’,təw̓,t;Σ,√tuw’,√tuw’,"sort of, rather",A particle or possibly a prefix.
4094,stuq,stəq,st;q,√tqe,s=√tqe,log-jam,
4095,tqet,tqet,tqet,√tqe,√tqe=t,"challenge (for ex in bone game), refute",
4096,tqetham’sh,tqeθam̓š,tqeƒaµß,√tqe,√tqe=t=sam’sh,challenge me) 'i tsun thay'thut 'u kwthu 'i tse' m'i tqetham'sh,
4097,hwtqet,xʷtqet,xøtqet,√tqe,hw=√tqe=t,"close door, turn off water",
4098,shtqa’lus,štqal̓əs,ßtqa¬;s,√tqe,s=hw=√tqe=alus=STA,eyes closed (from swelling),
4099,hwtqalust,xʷtqaləst,xøtqal;st,√tqe,hw=√tqe=alus=t,cover (his) eyes; cover a hole; turn off water,
4100,hwtuqul’ust,xʷtəqəl̓əst,xøt;q;¬;st,√tqe,hw=√tqe=alus=t=PROG,"covering (his) eyes, a hole; turning off water",
4101,hwtqast,xʷtqast,xøtqast,√tqe,hw=√tqe=as=t,"block (entrance), divert"," Entry in dictionary, but without the example."
4102,hwtqusnuhw,xʷtqəsnəxʷ,xøtq;sn;xø,√tqe,hw=√tqe=as=nehw,stop someone (manage to),
4103,tqep,tqep,tqep,√tqep,√tqep,"fish trap (type used in the sea, AJ)",
4104,tuqnamut,təqnamət,t;qnam;t,√tqu,√tqu=namut,"find out, hear about",Possibly [√tqe].
4105,tuqnuhw,təqnəxʷ,t;qn;xø,√tqu,√tqu=nehw,feel bad about,
4106,tqut,tqət,tq;t,√tqu,√tqu=t,tell off,
4107,tq’els,tq̓els,tœels,√tq’e,√tq’e=els,"break wind, fart",
4108,teq’ul’s,teq̓əl̓s,teœ;¬s,√tq’e,√tq’e=els=PROG,"breaking wind, fart",
4109,tuqw,təqʷ,t;qø,√tqwa,√tqwa,tight,
4110,tuqwtuqw,təqʷtəqʷ,t;qøt;qø,√tqwa,√tqwa=RDP,red snapper,
4111,stutiqw,stətiqʷ,st;tiqø,√tqwa,s=√tqwa=STA,"tightened, screwed on tight",
4112,tus,təs,t;s,√t-su,√t-su,"arrive, get near",
4113,shtus,štəs,ßt;s,√t-su,shhw=√t-su,arrive: where one gets to,
4114,tutus,tətəs,t;t;s,√t-su,√t-su=PROG,"arriving, getting there",
4115,tet-s,tets,tets,√t-su,√t-su=PL,arrive PL,
4116,ti’tutus,tiʔtətəs,ti÷t;t;s,√t-su,√t-su=DIM=PROG,close: getting close DIM,
4117,tul’i’tutus,təl̓iʔtətəs,t;¬i÷t;t;s,√t-su,√t-su=DIM=PL=PROG,close: getting close DIM PL,
4118,stutes,stətes,st;tes,√t-su,s=√t-su=STA,"close, near",
4119,stuli’tutes,stəliʔtətes,st;li÷t;tes,√t-su,s=√t-su=DIM=PL=STA,"close, near DIM PL",
4120,sti’tutes,stiʔtətes,sti÷t;tes,√t-su,s=√t-su=DIM=STA,"close, near DIM",
4121,hwu stutes,xʷə stətes,xø; st;tes,√t-su,hwu s=√t-su=STA,near: get close,
4122,t-sut,tsət,ts;t,√t-su,√t-su=t,near: get close to,
4123,tusnehw,təsnexʷ,t;snexø,√t-su,√t-su=nehw,close to (manage to get close),
4124,test,test,test,√t-su,√t-su=t=PROG,near: going closer to,
4125,tesnuhw,tesnəxʷ,tesn;xø,√t-su,√t-su=nehw=PROG,near: getting closer to (managing to),
4126,stutesstuhw,stətesstəxʷ,st;tesst;xø,√t-su,s=√t-su=stuhw=STA,near: have it close,
4127,stutesstum’,stətesstəm̓,st;tesst;µ,√t-su,s=√t-su=stuhw=m,near: placed near," Possibly ss reduces to s, as in the following."
4128,t-suthut,tsəθət,ts;ƒ;t,√t-su,√t-su=that,near: go close,
4129,tasthut,tasθət,tasƒ;t,√t-su,√t-su=that=PROG,near: going closer,
4130,t-sas,tsas,tsas,√t-su,√t-su=as,"poor, pitiful",
4131,tusustal’hw,təsəstal̓xʷ,t;s;sta¬xø,√t-su,√t-su=as=t=al’hw=PROG,torturing us,
4132,t-sastham’sh,tsasθam̓š,tsasƒaµß,√t-su,√t-su=as=t=sam’sh,torture me; punish me,
4133,t-sasthelum,tsasθeləm,tsasƒel;m,√t-su,√t-su=as=t=selum,pitiful: make me pitiful PASS,
4134,hwt-sequn,xʷtseqən,xøtseq;n,√t-su,hw=√t-su=equn,sore throat,
4135,shtusun’up,štəsən̓əp,ßt;s;∫;p,√t-su,shhw=√t-su=unup=PROG,lawn roller,
4136,t-sunupt,tsənəpt,ts;n;pt,√t-su,√t-su=unup=t,pack ground using roller,
4137,hwt-siwun,xʷtsiwən,xøtsiw;n,√t-su,hw=√t-su=iwun,flat: go flat (tire),
4138,hwtusuwun’,xʷtəsəwən̓,xøt;s;w;∫,√t-su,hw=√t-su=iwun=PROG,going flat (tire),
4139,t-siwut,tsiwət,tsiw;t,√t-su,√t-su=iwun=t,flatten it,
4140,tusmin,təsmin,t;smin,√t-su,√t-su=min,next (for ex next in age to),
4141,stutastul’,stətastəl̓,st;tast;¬,√t-su,s=√t-su=tal=STA,close together,
4142,tu’iit-sh,təʔi:tsh,t;÷i:tsh,√t-she,√t-she=RDP,"narrow (in width, such as a trail or a board)",
4143,tetu’iit-sh,tetəʔi:tsh,tet;÷i:tsh,√t-she,√t-she=RDP=DIM,narrow DIM,
4144,tul’ul’ut-sh,təl̓əl̓ətsh,t;¬;¬;tsh,√t-she,√t-she=PL,narrow PL,
4145,hwu tetu’iit-sh,xʷə tetəʔi:tsh,xø; tet;÷i:tsh,√t-she,hwu √t-she=RDP=DIM,narrow: got narrow DIM,
4146,t-shet,tshet,tshet,√t-she,√t-she=t,comb out,
4147,sti’t-sha’th,stiʔtshaʔθ,sti÷tsha÷ƒ,√t-she,s=√t-she=a’th=RDP,"narrow (river, road)",
4148,t-shi’qwum,tshiʔqʷəm,tshi÷qø;m,√t-she,√t-she=a’qw=m,comb your hair,
4149,tusha’qwum’,təšaʔqʷəm̓,t;ßa÷qø;µ,√t-she,√t-she=a’qw=m=PROG,combing your hair,
4150,t-shi’qwt,tshiʔqʷt,tshi÷qøt,√t-she,√t-she=a’qw=t,comb someone's hair,
4151,tusha’qwt,təšaʔqʷt,t;ßa÷qøt,√t-she,√t-she=a’qw=t=PROG,combing someone's hair,
4152,tushnetsulhp,təšnecəɫp,t;ßnec;®p,√t-she,√t-she=nets=ulhp,saskatoon berry bush,
4153,tushnets,təšnec,t;ßnec,√t-she,√t-she=nets,saskatoon berry,
4154,shteshqi’num’,štešqin̓əm̓,ßteßqi∫;µ,√t-she,shhw=√t-she=qin=m=PROG,comb: three-pronged comb,
4155,t-shul’qun,tshəl̓qən,tsh;¬q;n,√t-she,√t-she=al’=qen,card wool,
4156,tushul’qun’,təšəl̓qən̓,t;ß;¬q;∫,√t-she,√t-she=al’=qen=PROG,carding wool,
4157,shtushul’qun’,štəšəl̓qən̓,ßt;ß;¬q;∫,√t-she,shhw=√t-she=al’=qen=PROG,carder,
4158,t-shul’qut,tshəl̓qət,tsh;¬q;t,√t-she,√t-she=al’=qen=t,card it (wool),
4159,tushul’qut,təšəl̓qət,t;ß;¬q;t,√t-she,√t-she=al’=qen=t,carding it (wool),
4160,toohw,tu:xʷ,tu:xø,√toohw,√toohw,nine,
4161,toohwus,tu:xʷəs,tu:xø;s,√toohw,√toohw=as,nine dollars/round objects,
4162,toohwelu,tu:xʷelə,tu:xøel;,√toohw,√toohw=elu,nine people,
4163,toohwelh,tu:xʷeɫ,tu:xøe®,√toohw,√toohw=elh,nine times,
4164,toohwuqun,tu:xʷəqən,tu:xø;q;n,√toohw,√toohw=equn,nine containers,
4165,toohwulhp,tu:xʷəɫp,tu:xø;®p,√toohw,√toohw=ulhp,nine trees,
4166,toohwulhshe’,tu:xʷəɫšeʔ,tu:xø;®ße÷,√toohw,√toohw=ulhshe’,ninety,
4167,toohwuwulh,tu:xʷəwəɫ,tu:xø;w;®,√toohw,√toohw=uwulh,nine canoes,
4168,t-hwuwoonhw,t-xʷəwu:nxʷ,t-xø;wu:nxø,√toohw,√toohw=uwoonhw,nine years,
4169,tuhw,təxʷ,t;xø,√t-hwa,√t-hwa,uncovered,
4170,tutuhw,tətəxʷ,t;t;xø,√t-hwa,√t-hwa=PROG,uncovered: getting uncovered,
4171,stutihw,stətixʷ,st;tixø,√t-hwa,s=√t-hwa=STA,uncovered,
4172,t-hwat,t-xʷat,t-xøat,√t-hwa,√t-hwa=t,uncover someone (for ex pull off blankets),
4173,tuhwnehw,təxʷnexʷ,t;xønexø,√t-hwa,√t-hwa=nehw,"uncover it (manage to, accidentally)",
4174,tehwt,texʷt,texøt,√t-hwa,√t-hwa=t=PROG,uncovering someone,Also pronounced tahwt.
4175,tahwnuhw,taxʷnəxʷ,taxøn;xø,√t-hwa,√t-hwa=nehw=PROG,"uncovering it (mangage to, accidentally)",Also tehw nuhw.
4176,stutihwstuhw,stətixʷstəxʷ,st;tixøst;xø,√t-hwa,s=√t-hwa=stuhw=STA,uncovered: keep or leave it uncovered,
4177,t-hwathut,t-xʷaθət,t-xøaƒ;t,√t-hwa,√t-hwa=that,uncover self,
4178,tahwthut,taxʷθət,taxøƒ;t,√t-hwa,√t-hwa=that=PROG,uncovering self,
4179,t-hwels,t-xʷels,t-xøels,√t-hwa,√t-hwa=els,uncover something,
4180,tahwul’s,taxʷəl̓s,taxø;¬s,√t-hwa,√t-hwa=els=PROG,uncovering something,
4181,t-hwumutsun,t-xʷəməcən,t-xø;m;c;n,√t,√t-hwumutsun,"September?, can gather food",
4182,t-hwuy,t-xʷəy,t-xø;y,√t-hwuy,√t-hwuy,just,Possibly t-hw-√huy.
4183,stu’e,stəʔe,st;÷e,√t’e,s=√t’e,"like, same as",Also pronounced st'e. See √t'e.
4184,t’ats’a’,t̓ac̓aʔ,†aça÷,√t’ats’a’,√t’ats’a’,roasting stick for deer or elk (a spit you push meat on)," See also t'eets' cross-pieces for pi'kwun, split barbecue stick."
4185,t’akw’,t̓ak̓ʷ,†a˚ø,√t’akw’,√t’akw’,home: go home,
4186,t’at’ukw’,t̓at̓ək̓ʷ,†a†;˚ø,√t’akw’,√t’akw’=IMP,home: going home,
4187,t’ut’a’t’ukw’,t̓ət̓aʔt̓ək̓ʷ,†;†a÷†;˚ø,√t’akw’,√t’akw’=DIM=IMP,home: going home DIM,
4188,t’ul’a’t’ukw’,t̓əl̓aʔt̓ək̓ʷ,†;¬a÷†;˚ø,√t’akw’,√t’akw’=DIM=PL=IMP,home: going home DIM PL,
4189,yu t’at’ukw’,yə t̓at̓ək̓ʷ,y; †a†;˚ø,√t’akw’,yu √t’akw’=IMP,home: going home,
4190,t’ukw’stuhw,t̓ək̓ʷstəxʷ,†;˚øst;xø,√t’akw’,√t’akw’=stuhw,home: bring it home,
4191,t’at’ukw’stuhw,t̓at̓ək̓ʷstəxʷ,†a†;˚øst;xø,√t’akw’,√t’akw’=stuhw=IMP,home: bringing it home,
